dates,company,member,title
February 2011,US Merchant Systems,lisa-gagnon-0709bb37,Sales and Marketing Consultant
September 2012,,diane-tone-a92a946a,Youth Ministry Coordinator
August 2012,,diane-tone-a92a946a,Preschool Associate
November 1999,,diane-tone-a92a946a,Paraeduator Substitute
February 1985,,diane-tone-a92a946a,Computer Operator
August 2014,,arvind-merwaday-849086a,Research Assistant
July 2015,Intel Corporation,arvind-merwaday-849086a,Research Scientist Intern
January 2012,Florida International University,arvind-merwaday-849086a,Teaching Assistant
July 2008,,arvind-merwaday-849086a,Applications Engineer
July 2013,PwC,narmeen-kapadia-13412253,Tax Technology Experienced Associate
May 2012,Pariveda Solutions,narmeen-kapadia-13412253,IT Consulting Intern
August 2011,McCombs School of Business,narmeen-kapadia-13412253,Teaching Assistant
February 2016,Narayana Health,neelak-mukherjee-3942102a,Deputy Manager- EMR
April 2011,Olympus,neelak-mukherjee-3942102a,Service Engineer
October 2010,Nidek Medical India Pvt Ltd,neelak-mukherjee-3942102a,Sales And Service Engineer
May 2007,,brittnie-menze-2b37b934,"Outdoor Manager, Quality Control Laborer"
May 2015,Conservation Corps Minnesota and Iowa,brittnie-menze-2b37b934,Crew Member
February 2014,,brittnie-menze-2b37b934,Writing and Media Communication Intern
May 2011,,brittnie-menze-2b37b934,Lawn Maintenance
December 2014,,david-brandenburg-a718b23a,Truck Driver
November 2007,,david-brandenburg-a718b23a,Nightlife Professional
September 2009,,david-brandenburg-a718b23a,Subrogation Specialist II
October 2007,Premera Blue Cross,david-brandenburg-a718b23a,Customer Service Representative
October 2005,AT&T,david-brandenburg-a718b23a,Advanced Network Services
April 1999,Circuit City,david-brandenburg-a718b23a,Home Delivery Driver
August 2006,Radisson Hotel Roseville,samantha-miller-79650ab,Sales Manager
May 2006,,samantha-miller-79650ab,Front Desk Clerk
January 2010,Howe Advisory,susan-howe-746a468,Principal
2003,American Institute of Certified Public Accountants,susan-howe-746a468,Member of Governing Council
January 1987,Ernst & Young,susan-howe-746a468,Executive Director
2005,PICPA,susan-howe-746a468,Past President
September 2010,,susan-howe-746a468,
June 1994,,susan-howe-746a468,
October 2008,,susan-howe-746a468,
October 2010,,susan-howe-746a468,
May 2016,Stantec,neil-akemi-a77b31b5,Graphic Design Intern
April 2016,Stantec,neil-akemi-a77b31b5,Student Intern
December 2015,IKEA Group,neil-akemi-a77b31b5,Student Intern
September 2010,City of Winnipeg - Corporate Support Services,neil-akemi-a77b31b5,Customer Service Representative
February 2014,,julia-tetrault-937989a7,"Manager of Policy, Legislation and Board Operations"
January 2012,,julia-tetrault-937989a7,Policy Analyst
February 2010,,julia-tetrault-937989a7,Constituency Assistant
June 2009,,julia-tetrault-937989a7,Researcher
September 2008,,julia-tetrault-937989a7,Intern
April 2011,CSU Monterey Bay,erin-reinke-9564a868,Head Women's Soccer Coach/Goalkeeper Coach
October 2014,Bank of the West,ye-gu-26982014,"Quantitative Analyst Senior, AVP"
June 2014,,ye-gu-26982014,Data Analyst
September 2011,,ye-gu-26982014,Sole-Author Research
September 2010,,ye-gu-26982014,Research Assistant
May 2011,,ye-gu-26982014,Instructor
August 2008,,ye-gu-26982014,Teaching Assistant
January 2009,,ye-gu-26982014,Tutor
December 2015,BNP Paribas,chen-wang-frm-b50b9b32,Associate - Model Validation
January 2014,Bank of the West,chen-wang-frm-b50b9b32,"AVP, Quantitative ALM Analyst"
June 2012,"T3 Trading Group, LLC",chen-wang-frm-b50b9b32,Quantitative Developer
February 2011,"Guotai Junan Securities Co., Ltd",chen-wang-frm-b50b9b32,Research Assistant
October 2010,Standard Chartered Bank,chen-wang-frm-b50b9b32,Product Management Team Assistant
July 2010,,chen-wang-frm-b50b9b32,Investment Manager Assistant
March 2015,Brighter Brain,destiny-winters-31a237b1,Talent Acquisition
2012,,destiny-winters-31a237b1,Director of Sales and Marketing
2007,Kay Jewlers,destiny-winters-31a237b1,Assistant Manager
December 2014,,jacob-sellars-53772b41,Protective Security Officer
2010,9th Marine Corps District,jacob-sellars-53772b41,Prior-Service Recruiting Manager
2008,,jacob-sellars-53772b41,Ordinance Chief and Substance Abuse Counseling Officer
2004,,jacob-sellars-53772b41,Prior-Service Production Recruiter
2001,,jacob-sellars-53772b41,Ordnance Chief
,,jacob-sellars-53772b41,
June 2010,Ernst & Young,jay-rueger-4687998,Senior Manager - Business Tax Advisory
January 2015,University of Cincinnati,jay-rueger-4687998,Adjunct Professor
October 2002,Grant Thornton,jay-rueger-4687998,Federal Tax Manager
June 2000,,jay-rueger-4687998,Federal Business Services
January 2011,,jay-rueger-4687998,
January 2015,,jay-rueger-4687998,
August 2004,Ernst & Young,shilo-rosati-6996b59,International Tax - Senior Manager
2010,Ernst & Young,shilo-rosati-6996b59,Senior Manager
January 2015,Deloitte,liznamakhani,Analytics Consultant
January 2015,Florida International University,aditya-sundararajan-96588929,Graduate Research Assistant
January 2014,Florida International University,aditya-sundararajan-96588929,Website Manager
August 2013,Florida International University,aditya-sundararajan-96588929,Online Lectures Video Recorder
August 2009,"SSN Institutions, Chennai, India",aditya-sundararajan-96588929,Editor in Chief
July 2014,IMS Health,tanvi-gupta-b592a088,Analyst
March 2014,MSD,tanvi-gupta-b592a088,Intern
April 2013,SUN PHARMA,tanvi-gupta-b592a088,Intern
December 2013,,karsten-riggs-ba76088a,Founder & Principal
January 2000,,karsten-riggs-ba76088a,"Executive Vice President, People Resources"
September 1987,,karsten-riggs-ba76088a,District Vice President
,,austin-kaiser-39a273b3,Excavation
May 2016,DMT Development Systems Group Inc.,robyn-sawatzky-91bb89ab,Junior Graphic Designer
January 2015,Sunglass Hut,robyn-sawatzky-91bb89ab,Employee
January 2015,Sunglass Hut,robyn-sawatzky-91bb89ab,Associate
September 2014,Red River College,robyn-sawatzky-91bb89ab,Graphic Design student
July 2010,,robyn-sawatzky-91bb89ab,
March 2016,Walsh University,andy-hoggarth-8049162b,Head Men's Soccer Coach
2005,,thomas-rowe-66abb826,Principal
February 2010,Melt | Comunicação e Propaganda,luizaabaptista,Graphic Designer
June 2008,Nutcase Comunicação,luizaabaptista,Graphic designer intern
October 2006,Walt Disney World,luizaabaptista,Sales cast member
February 2005,,luizaabaptista,"Inker, colourist"
February 2016,Bank of the West,michael-slawinski-97281417,Quantitative Modeler
February 2014,Bank of the West,michael-slawinski-97281417,Quantitative Analyst
August 2012,,michael-slawinski-97281417,Statistics Instructor
September 2011,UC San Diego,michael-slawinski-97281417,Adjunct Lecturer
June 2015,,michael-slawinski-97281417,
May 2014,,algie-e-williams-jr-algernon-84a8327a,Vice President
2014,,algie-e-williams-jr-algernon-84a8327a,Vice President
February 2011,,algie-e-williams-jr-algernon-84a8327a,Representative
February 2011,,algie-e-williams-jr-algernon-84a8327a,Armed Security Officer
February 2005,,algie-e-williams-jr-algernon-84a8327a,Correctional Officer
September 1991,American Airlines,algie-e-williams-jr-algernon-84a8327a,Ramp Agent
2015,The App Experts,helen-glenn-05985940,Corporate Recruiter
2013,,helen-glenn-05985940,Corporate Recruiter
July 2013,"Unbounded Solutions, Inc.",helen-glenn-05985940,Talent Acquisition Coordinator
June 2013,BrighterBrain,helen-glenn-05985940,Technical Recruiter
August 2012,"BBC, Inc.",helen-glenn-05985940,Business Account Executive
2012,,helen-glenn-05985940,Ambassador
August 2009,,helen-glenn-05985940,Server
March 2008,ESPN,helen-glenn-05985940,Intern
,,ted-lezotte-72589b110,Business Owner
December 2015,AllStates Consulting Services,hema-moonsammy-a047168,Account Manager/Lead Recruiter
March 2014,AllStates Consulting Services,hema-moonsammy-a047168,Sr. Recruiter (I help GREAT candidates connect with GREAT companies)
April 2012,"Unbounded Solutions, Inc.",hema-moonsammy-a047168,Director of Recruiting
July 2010,Twisted Tavern,hema-moonsammy-a047168,Project Manager
July 2007,SimonDelivers.com,hema-moonsammy-a047168,IT Project Manager
September 2006,Rust Consulting,hema-moonsammy-a047168,Project Manager II
January 2001,BI,hema-moonsammy-a047168,Project Manager
2011,Government of Manitoba,darryl-toews-a26a4b78,facilitator - trainer
September 1998,,darryl-toews-a26a4b78,Instructor Trainer
June 2014,BrighterBrain,olga-bogachek-mba-3319869,Director Of Human Resources
November 2011,"Unbounded Solutions, Inc.",olga-bogachek-mba-3319869,HR Manager
February 2005,PharmaLife,olga-bogachek-mba-3319869,HR Generalist/pharmacy manager
January 2002,,olga-bogachek-mba-3319869,Front Office Manager
July 2004,,mark-komnick-4463b744,massage therapist
November 2015,Quantum Solution India,dr-mukhmeet-kaur-135b1362,Pharmacovigilance scientist
July 2014,IMS Health,dr-mukhmeet-kaur-135b1362,Analyst
July 2012,,dr-mukhmeet-kaur-135b1362,student
November 2011,,dr-mukhmeet-kaur-135b1362,dental surgeon
April 2015,Deloitte,sharmeen-hirani-45b88124,Consultant
February 2012,Hitachi Consulting,sharmeen-hirani-45b88124,Senior Consultant
July 2008,Mary Crowley Cancer Research Centers,sharmeen-hirani-45b88124,Clinical Research Data Manager
June 2008,,sharmeen-hirani-45b88124,Clinical Research Technician
2007,,sharmeen-hirani-45b88124,
2007,,sharmeen-hirani-45b88124,
January 2015,,brandon-mundarain-b7970825,Internship
April 2014,T-Mobile,brandon-mundarain-b7970825,Sales Representative/ Operations
October 2007,Neiman Marcus,brandon-mundarain-b7970825,Loss Prevention Investigator
September 2010,,marco-rojas-57734b99,Stylist/Designer specialist
March 2001,,marco-rojas-57734b99,Designer specialist
February 2001,,marco-rojas-57734b99,Store Manager/Buyer
July 2000,,marco-rojas-57734b99,Store manager/assistant buyer
June 2016,Incrediplex,austin-kaiser-774112a3,Customer Service Manager
April 2016,,austin-kaiser-774112a3,Event Management and Marketing Intern
August 2014,IUPUI,austin-kaiser-774112a3,Student
November 2014,Boys and Girls Clubs of America,austin-kaiser-774112a3,Professional Youth Developer
May 2015,,austin-kaiser-774112a3,Manager/Bartender/Server
March 2016,Indianapolis Indians,austin-kaiser-774112a3,Account Executive; Student
August 2013,,austin-kaiser-774112a3,Server
September 2014,Finish Line,austin-kaiser-774112a3,Sales Associate
June 2006,,austin-kaiser-774112a3,Laborer
May 2016,Srs Signs And Service,pgaddi,Graphic Designer
September 2014,Red River College,pgaddi,Graphic Design Student
April 2011,,pgaddi,Food and customer service
March 2016,KiK Innovation,pgaddi,Junior Designer- Work Placement
November 2015,,pgaddi,Work placement
2013,,pgaddi,Work Placement
August 2012,Red River College,ooike,"Instructor, Graphic Design"
January 2009,Society of Graphic Designers of Canada,ooike,"Past-President, Manitoba Chapter"
January 2004,Manlab,ooike,Creative Director
June 2002,Tribal DDB,ooike,Art Director
May 2000,,ooike,Designer
December 2014,,sarah-ziegler-5058a6b3,Customer Service Specialist
December 2013,,sarah-ziegler-5058a6b3,Freelance Artist and Graphic Designer
November 2012,,sarah-ziegler-5058a6b3,Substitute Piano Teacher
October 2012,,sarah-ziegler-5058a6b3,
December 2011,,sarah-ziegler-5058a6b3,
July 1999,,amy-henderson-0470636,Vice President of Marketing and Sales
2010,United Nations Office of Legal Affairs,amy-wood-74329823,Legal Officer
2009,,amy-wood-74329823,Associate Legal Officer
2008,,amy-wood-74329823,Visiting Professional
2005,State of Vermont,amy-wood-74329823,Law Clerk to the Hon. Ben Joseph
2003,,amy-wood-74329823,Attorney
July 2013,The App Experts,jamesonlinville,Director of International Operations
October 2012,"Unbounded Solutions, Inc.",jamesonlinville,Business Operations Manager
October 2011,"Unbounded Solutions, Inc.",jamesonlinville,Consultant Development Manager
June 2011,"Unbounded Solutions, Inc.",jamesonlinville,Business Operations Specialist to the CEO
2006,,jamesonlinville,Owner
2004,,jamesonlinville,Executive Assistant to the CEO
July 2015,Brighter Brain,sterlinghawkins1,General Counsel
April 2009,StorkBrokers.com,sterlinghawkins1,Co-Founder
May 2013,Robert Half Legal,sterlinghawkins1,Contract Attorney
April 2011,Pernix Therapeutics,sterlinghawkins1,General Counsel
February 2007,"Shionogi Pharma, Inc.",sterlinghawkins1,"Manager, Legal Affairs"
2005,"Marshall & Lueder, LLC",sterlinghawkins1,Attorney
2002,"Swift, Currie, McGhee & Hiers",sterlinghawkins1,Attorney
1995,US Army,sterlinghawkins1,Adjutant General's Corps (Reserves)
1995,US Army,sterlinghawkins1,Military Intelligence Analyst
1994,US Army,sterlinghawkins1,Protective Services Agent
1993,US Army,sterlinghawkins1,Military Police
June 2014,,dr-jharna-bajpai-4349b161,Quality Assurance Department
February 2014,,dr-jharna-bajpai-4349b161,Management Trainee
April 2013,SevenHills Healthcare Pvt Ltd,dr-jharna-bajpai-4349b161,Summer Intern
September 2011,,dr-jharna-bajpai-4349b161,Asst. Dental Surgeon
April 2011,,dr-jharna-bajpai-4349b161,Jr. Resident (Dental Dept)
June 2015,Deloitte,drraghavi,Business Analyst
July 2012,'Self-Employed',drraghavi,Dental Surgeon
February 2015,Deloitte India (Offices of the US),drraghavi,Business Analyst-Intern
April 2014,SGPGIMS,drraghavi,Summer Intern
,,drraghavi,
August 2015,Advana Mortgage,jennifer-jones-51b37282,Mortgage Banker
August 2013,CU Mortgage Direct LLC.,jennifer-jones-51b37282,Mortgage Loan Originator
September 2013,,bob-lagarde-ba640171,Founder
2012,Costa Rican Vacations,bob-lagarde-ba640171,"Consultant - Director of IT for International Business Development, Division of CRV"
2009,AbsoluteWave LLC,bob-lagarde-ba640171,"Co-Founder, Platform Architect"
1996,LaGarde,bob-lagarde-ba640171,"Founder, CEO, Chairman"
March 2006,,kim-zimmerman-70a35195,Vice President of Franchise Systems
June 2003,Colorado Bariatric Surgery,kim-zimmerman-70a35195,Office Manager
October 2011,National Jewish Health,andrew-duke-62b0a81b,Committee Member - Morgridge Academy
November 2015,Marrick Medical,andrew-duke-62b0a81b,"Vice President, Operations (Interim)"
March 2012,Roundup River Ranch,andrew-duke-62b0a81b,Board of Directors
October 2014,Trailbreak Partners,andrew-duke-62b0a81b,Associate
November 2010,,andrew-duke-62b0a81b,Board Member
August 2011,ANB Bank,andrew-duke-62b0a81b,Commercial Banker
March 2011,Colorado AvidGolfer Magazine,andrew-duke-62b0a81b,Digital/iDealGolfer Colorado Manager
March 2010,Proxy Partners LLC,andrew-duke-62b0a81b,Account Executive
December 2008,Allonhill,andrew-duke-62b0a81b,Credit Risk Analyst
2009,Kroenke Sports Enterprises,andrew-duke-62b0a81b,Intern
2007,,andrew-duke-62b0a81b,Marketing Intern
January 1992,Ski and Snowboard Club Vail,andrew-duke-62b0a81b,Athlete
May 2015,,adam-globa-b5726397,Graphic Designer - Summer Employment
April 2015,,adam-globa-b5726397,Student Intern
December 2014,McKim Communications Group,adam-globa-b5726397,Student Intern
August 2015,Adult and Child Mental Health Center,christine-hurst-a5a58763,MSW Student Intern
February 2015,,christine-hurst-a5a58763,MSW Intern/Practicum Student
January 2014,,christine-hurst-a5a58763,Intern
January 2010,,christine-hurst-a5a58763,Peer Victim Advocate
June 2014,,victor-samuel-1738a29a,Busser/Server
June 2013,,victor-samuel-1738a29a,Student Employee
June 2012,,victor-samuel-1738a29a,Delivery Driver
February 2009,,victor-samuel-1738a29a,
May 2010,,victor-samuel-1738a29a,
April 2016,,deanna-leppik-733a1066,Graphic Designer
February 2014,,deanna-leppik-733a1066,Hairstylist
September 2009,,deanna-leppik-733a1066,Hairstylist
October 2006,,deanna-leppik-733a1066,Deli Worker
2004,Manitoba eHealth - Winnipeg Regional Health Authority,deanna-leppik-733a1066,Paramedic Exam Subject
April 2007,,abbeybrooks,Actress/Model
April 2013,D Magazine,taralharper,Sales Executive
January 2016,,rhanissa-hirawan-080272b1,Product Development Consultant
October 2015,,rhanissa-hirawan-080272b1,Quality Assurance Manager
January 2013,Maple Leaf Consumer Foods,rhanissa-hirawan-080272b1,Process Specialist
July 2012,Maple Leaf Consumer Foods,rhanissa-hirawan-080272b1,Quality Assurance Analyst
July 2011,,rhanissa-hirawan-080272b1,Product Development Consultant
January 2011,University of Manitoba,rhanissa-hirawan-080272b1,Teaching Assistant
January 2010,University of Manitoba,rhanissa-hirawan-080272b1,Teaching Assistant
January 2009,University of Manitoba,rhanissa-hirawan-080272b1,Teaching Assistant
May 2008,University of Manitoba,rhanissa-hirawan-080272b1,Summer Student Research Assistant
May 2007,,rhanissa-hirawan-080272b1,Analytical Lab Student Assistant
May 2006,,rhanissa-hirawan-080272b1,Quality Assurance Student Technician
January 2014,Brighter Brain,kalpesh-sevak-53011030,Mobile Application Team Lead
September 2013,L&T Infotech,kalpesh-sevak-53011030,Team Lead
April 2013,Motorola,kalpesh-sevak-53011030,Android Engineer and Framework Developer
January 2013,L&T Infotech,kalpesh-sevak-53011030,Senior App Developer
September 2012,L&T Infotech,kalpesh-sevak-53011030,iOS Developer
June 2012,,kalpesh-sevak-53011030,Mobile Application Developer
January 2012,Luminosity Technologies Pvt Ltd,kalpesh-sevak-53011030,Native Android App Developer
September 2011,Wegilant,kalpesh-sevak-53011030,Freelance Mobile App Trainer
January 2010,,kalpesh-sevak-53011030,Android Developer
January 2014,"United Nations, Office of Legal Affairs, Office of the Legal Counsel",matthewhoisington,Associate Legal Officer
June 2012,"United Nations, Office of Legal Affairs, Codification Division",matthewhoisington,Associate Legal Officer
July 2011,,matthewhoisington,Research Assistant to Professor Michael Glennon
October 2009,,matthewhoisington,Extern
June 2007,Boston College Law School,matthewhoisington,Research Assistant
September 2008,Appeals Chamber of the International Criminal Tribunal for the former Yugoslavia,matthewhoisington,Intern
June 2008,United Nations,matthewhoisington,Intern
2004,,matthewhoisington,White Collar Crime Paralegal
February 2014,The App Experts,pawan-jadhav-a0b7528a,Recruiter-Sourcing Specialist
March 2013,"Unbounded Solutions, Inc.",pawan-jadhav-a0b7528a,Sourcing Specialist
October 2010,Arpeo Solutions,pawan-jadhav-a0b7528a,Senior Internet Reseacher
October 2010,Colvill Banks Ltd,pawan-jadhav-a0b7528a,Internet Researcher
April 2015,Brighter Brain,laura-lewis-34a8b9b4,Consultant Development Manager
November 2011,match action,laura-lewis-34a8b9b4,Experiential Marketing Tour Manager
December 2002,ShowMax Marketing,laura-lewis-34a8b9b4,Product Specialist/ Tour Manager
January 2002,,laura-lewis-34a8b9b4,
May 2015,,dr-juhi-harjai-5208a841,Business and Technology Delivery Analyst
February 2015,,dr-juhi-harjai-5208a841,Management Trainee
April 2014,,dr-juhi-harjai-5208a841,Graduate Management Trainee
May 2007,,intotheinternet,Founder
May 2015,IBM,tylerdenney,Systems Engineer / Contract Manager
October 2015,,tylerdenney,Associate
October 2012,IBM,tylerdenney,Mechanical Systems Engineer
February 2012,,tylerdenney,Operations Engineer
August 2010,"RMF Engineering, Inc.",tylerdenney,Mechanical Engineering Design Coop
June 2010,"Purolator-Facet, Inc",tylerdenney,Mechanical Engineering Intern
,,tylerdenney,
January 2000,,sheryl-moritz-92795956,Homemaker
July 2015,RBC Capital Markets,keith-hardy-34385928,Investment Analyst - Real Estate/LIHTC 1
January 2014,"Envirofinance Group, LLC",keith-hardy-34385928,Manager Business Development
2013,"EnviroFinance Group, LLC",keith-hardy-34385928,Finance Associate
June 2012,Brown Brothers Harriman,keith-hardy-34385928,Fund Administration Representative
September 2011,Rivet Software,keith-hardy-34385928,XBRL Accountant I
March 2011,Janus Capital Group,keith-hardy-34385928,NLA III/Retirement Representative
February 2014,Indiana University School of Health and Rehabilitation Sciences,jeremy-graber-00a67aa2,Lab Assistant
June 2015,IU Health Bloomington Hospital,jeremy-graber-00a67aa2,Student Physical Therapist
May 2014,Meadowood Retirement Community,jeremy-graber-00a67aa2,Student Physical Therapist
June 2012,Indiana University Department of Physiology,jeremy-graber-00a67aa2,Undergraduate Teaching Assistant
March 2011,Indiana University Visitor Information Center,jeremy-graber-00a67aa2,Tour Director
,Manitoba,meeling-nivet-8861a936,Group Leader Product Development
February 2016,IUPUI,kyle-messer-36941311b,Personal Trainer
January 2016,IUPUI,kyle-messer-36941311b,Health Coach
September 2014,IUPUI,kyle-messer-36941311b,Student Volunteer
May 2015,Jewish Community Center,kyle-messer-36941311b,Health and Fitness Specialist
,,diana-sada-91b94224,Modelo
July 2010,,sandy-brown-86a51151,Model
2016,,jasmin-mcgee-a2798798,Nursing Student
January 2014,Old Chicago Restaurants,jasmin-mcgee-a2798798,Hostess
January 2015,,jasmin-mcgee-a2798798,
January 2013,The App Experts,patrickrocliffe,Technical Lead
May 2013,Somo Ltd,patrickrocliffe,Senior iOS Developer
March 2013,,patrickrocliffe,Mobile Developer
,State of Kansas,matt-hoisington-085338a,ARD
November 2015,The App Experts,lucysarahjones,Talent Aquisition Specialist
January 2015,Aptitude Media,lucysarahjones,Media Sales Executive
October 2014,,lucysarahjones,Internal Recruiter
2011,,lucysarahjones,PA to Director
June 2010,,lucysarahjones,Tour Guide
July 2007,,lucysarahjones,Marketing Assistant
June 2006,,lucysarahjones,Call Center Representative
November 2014,The App Experts,omarhussain,iOS/ Android SME
September 2011,,omarhussain,Freelance iOS / Android / J2Me / Web Developer and Consultant
2003,,omarhussain,Software Engineer
January 2011,"Populace, Inc.",omarhussain,Lead Developer
2013,,omarhussain,Subject Matter Expert (Mobile Applications)
September 2009,Vizteck Solutions,omarhussain,Sr. Software Engineer - Technical Consultant
March 2008,Pi Sigma Group,omarhussain,Software Engineer
February 2016,Acculynk,jladowski,Director - Project Delivery
2015,Brighter Brain,jladowski,Consultant Development Manager - Contract
2014,Connecture,jladowski,"Manager, Client Services"
2012,Aon,jladowski,Strategic Account Manager
2010,ista North America,jladowski,Client Services Manager - Military Accounts
2005,TSYS,jladowski,Associate Account Director - Distributed Technologies and Healthcare
2002,Ceridian,jladowski,Implementation Consultant
2001,"Servidyne (formerly iTendant, Inc.)",jladowski,Client Services Manager
2000,Covansys,jladowski,Business Analyst
June 2015,TechField LLC,manuel-mu%C3%B1oz-99a2a820,VP of Technical Operations
June 2014,TechField LLC,manuel-mu%C3%B1oz-99a2a820,Director of Technology
April 2012,"Unbounded Solutions, Inc.",manuel-mu%C3%B1oz-99a2a820,Director of Technology - Content Management
May 2010,"Unbounded Solutions, Inc.",manuel-mu%C3%B1oz-99a2a820,SharePoint Practice Manager
May 2008,"Unbounded Solutions, Inc.",manuel-mu%C3%B1oz-99a2a820,Systems Analyst
October 2011,GE Aviation,mark-miller-200a8bb4,Aviation Assembly and Test Technician
October 2010,Greenwich AeroGroup,mark-miller-200a8bb4,Aviation Maintenance Technician
December 2008,Greenwich AeroGroup,mark-miller-200a8bb4,Line Service Technician
April 2008,Landmark Aviation,mark-miller-200a8bb4,Line Service Technician
1998,RBC Capital Markets,bob-spangler-0881b6a,"Managing Director, Municipal Finance & Tax Credit Equity Group"
2005,,bob-spangler-0881b6a,Board of Finance member
January 2012,RBC Capital Markets,craig-wagner-a621a25,"Managing Director, Tax Credit Investments"
February 2010,RBC Capital Markets,craig-wagner-a621a25,Director - Business Development
August 2002,RBC Capital Markets,craig-wagner-a621a25,Director - Developer Relations
2008,,moira-cogswell-5426a95,Manager Real Estate
August 2004,Resort Technology Partners,moira-cogswell-5426a95,Consultant Project Mgr/Acct Mgr
March 2000,,moira-cogswell-5426a95,Account Manager
December 1993,Formation Technologies,moira-cogswell-5426a95,Project Manager
1993,Harland Financial Solutions,moira-cogswell-5426a95,Project Manager
1993,,moira-cogswell-5426a95,Formation Technologies (John Harland Company)
1991,,moira-cogswell-5426a95,Office Manager
1984,,moira-cogswell-5426a95,Preferred Banking
2009,,paulyn-appah-361167a1,Senior Process Development Consultant
2005,,paulyn-appah-361167a1,Process Development Consultant
2004,,paulyn-appah-361167a1,Laboratory Technologist
2003,University of Manitoba,paulyn-appah-361167a1,Research Associate
2002,,paulyn-appah-361167a1,Quality Control Analyst
1993,Katholieke Universiteit Leuven,paulyn-appah-361167a1,Research Student / Supervisor
1989,International Institute of Tropical Agriculture (IITA),paulyn-appah-361167a1,Research Supervisor
January 2015,,katyschwaeble,Graduate Assistant
May 2015,Indiana Department of Correction,katyschwaeble,"Intern, Governor's Public Service Summer Internship Program"
September 2013,University of Dayton,katyschwaeble,Student Worker in Political Science Department
June 2014,National Conference of State Legislatures,katyschwaeble,Intern
September 2013,Sears Holdings Corporation,katyschwaeble,Merchandising and Customer Assistant
May 2012,Sears Holdings Corporation,katyschwaeble,Cashier
May 2013,,katyschwaeble,
May 2012,"Playboy Enterprises, Inc.",emily-benjamins-83974276,Film Model / Radio Appearances
April 2012,,emily-benjamins-83974276,Film Model
January 2012,,emily-benjamins-83974276,Adult Film Star
January 2012,,emily-benjamins-83974276,Film Model
January 2012,,emily-benjamins-83974276,Film Model
January 2012,,emily-benjamins-83974276,Film Model
January 2012,,emily-benjamins-83974276,Film Model
January 2005,,brazzers-network-7b77b643,brazzers social media
January 1998,,brazzers-network-7b77b643,Social Media Coordinator
October 2014,,sandy-brown-06a4ab11,Swingout/Line Dance Instructor
January 2005,,sandy-brown-06a4ab11,President/CEO Owner & Operator
August 1985,Oklahoma City Public Schools,sandy-brown-06a4ab11,Executive Service Coordinator for the Superintendent of Schools
November 2001,,sandy-brown-06a4ab11,Secretary
June 1977,,sandy-brown-06a4ab11,Lab Supervisor
January 2005,,sandy-brown-06a4ab11,
May 2015,Indianapolis Motor Speedway,quintin-jones-664209b1,Student Ambassador
February 2015,National Football League (NFL),quintin-jones-664209b1,NFL Combine Career Confrenece
February 2015,,quintin-jones-664209b1,
March 2015,,quintin-jones-664209b1,
April 2015,,quintin-jones-664209b1,
May 2015,,quintin-jones-664209b1,
April 2016,The App Experts,sarah-hindmarsh-572925a3,Talent Acquisition Specialist
July 2015,Lycatel,sarah-hindmarsh-572925a3,HR Generalist
March 2014,Lycatel,sarah-hindmarsh-572925a3,Internal Recruiter
July 2013,Lycatel,sarah-hindmarsh-572925a3,Customer Service Advisor
January 2013,,sarah-hindmarsh-572925a3,Claims Processor
June 2010,,sarah-hindmarsh-572925a3,Assistant Manager
,,sarah-hindmarsh-572925a3,
January 2011,Acculynk,collinflotta,Senior Vice President of Product
August 2008,Moneta,collinflotta,Vice President of Product and Operations
September 2006,American Express,collinflotta,"Senior Manager, Sales and Implemenations"
2005,Enfotrust Networks,collinflotta,Senior Product and Project Manager
2000,TSYS,collinflotta,Web Hosting Analyst
September 2014,,tommygduke,Project Manager
October 2011,"Populace, Inc.",tommygduke,Vice President of Sales
February 2010,,tommygduke,Vice President
January 2007,,tommygduke,Estimator/Project Manager
September 2006,,tommygduke,Estimator/Project Manager
September 2004,,tommygduke,Estimator/Project Manager
September 2002,,tommygduke,Estimator
December 1988,US Army,tommygduke,Unit Level Communications Maintainer 31V
,,tommygduke,
2007,The viral factory,olivier-katz-1b69395,President
2001,,olivier-katz-1b69395,President
1993,,olivier-katz-1b69395,President
February 2003,RBC Capital Markets,christopher-hamel-74924345,"Head, Municipal Finance"
January 2016,RBC Capital Markets,lake-newcomb-3b980256,Vice President
January 2012,RBC Capital Markets,lake-newcomb-3b980256,Associate
January 2011,Progress Energy,lake-newcomb-3b980256,Program Manager
October 2009,Signet Partners,lake-newcomb-3b980256,Underwriter & Project Manager
May 2005,,lake-newcomb-3b980256,Project Manager
January 2016,Cox Media Group,alex-beffrey-54415596,SharePoint Analyst / SharePoint Developer
August 2015,Experient Group,alex-beffrey-54415596,Sharepoint Specialist
June 2014,TechField LLC,alex-beffrey-54415596,Sharepoint Specialist
April 2013,"Unbounded Solutions, Inc.",alex-beffrey-54415596,Sharepoint Specialist
February 2013,Williams,alex-beffrey-54415596,SharePoint Consultant
November 2012,Pfizer,alex-beffrey-54415596,Sharepoint Consultant
December 2011,The Lubrizol Corporation,alex-beffrey-54415596,Sharepoint Consultant
August 2011,,alex-beffrey-54415596,Technology Systems Administrator
January 2009,Knox County Schools,alex-beffrey-54415596,Substitute Teacher
April 2008,Tennessee Valley Authority,alex-beffrey-54415596,CAD Operator Intern
August 2011,RBC Capital Markets,jessica-ma-03a08264,Municipal Finance Analyst
